eco,eco_name,eco_example,eco_type,eco_group,openings.name,openings.link,openings.color,openings.total_games,openings.eco,openings.last_played,Performance,openings.avg_player,Wins,Draws,Loses,openings.moves
"B97","Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4 Qb6","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Poisoned Pawn Variation","https://old.chesstempo.com/gamedb/opening/2163","black",2274,"B97","02-04-2021",2289,"2316",0.339,0.301,0.36,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ag5 e6 7.f4 Db6"
"B84","Sicilian, Scheveningen","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Be2 a6","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Scheveningen Variation","https://old.chesstempo.com/gamedb/opening/2166","black",475,"B84","09-01-2021",2273,"2307",0.383,0.255,0.362,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ae2 a6 7.O-O Cbd7"
"B91","Sicilian, Najdorf, Zagreb (Fianchetto) Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 g3","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Zagreb (Fianchetto) Variation","https://old.chesstempo.com/gamedb/opening/2168","white",4655,"B91","25-02-2021",2323,"2300",0.367,0.321,0.312,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.g3"
"B29","Sicilian, Nimzovich-Rubinstein","1 e4 c5 2 Nf3 Nf6","B","Semi-Open (exc French)","Sicilian Defense, Nimzowitsch Variation, Advance Variation","https://old.chesstempo.com/gamedb/opening/2170","white",1396,"B29","09-02-2021",2317,"2272",0.425,0.299,0.275,"1.e4 c5 2.Cf3 Cf6 3.e5"
"B31","Sicilian, Rossolimo Variation","1 e4 c5 2 Nf3 Nc6 3 Bb5 g6","B","Semi-Open (exc French)","Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/2176","black",17781,"B31","27-03-2021",2230,"2263",0.266,0.318,0.416,"1.e4 c5 2.Cf3 Cc6 3.Ab5 g6"
"B46","Sicilian, Taimanov Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 a6","B","Semi-Open (exc French)","Sicilian Defense, Paulsen Variation","https://old.chesstempo.com/gamedb/opening/2206","black",7736,"B46","24-03-2021",2259,"2308",0.289,0.328,0.383,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 Cc6 5.Cc3 a6"
"B48","Sicilian, Taimanov Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7 6 Be3","B","Semi-Open (exc French)","Sicilian Defense, Paulsen Variation, Bastrikov Variation","https://old.chesstempo.com/gamedb/opening/2210","white",6078,"B48","09-03-2021",2346,"2312",0.351,0.306,0.343,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 Cc6 5.Cc3 Dc7 6.Ae3"
"B47","Sicilian, Taimanov (Bastrikov) Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7","B","Semi-Open (exc French)","Sicilian Defense, Paulsen Variation, Bastrikov Variation","https://old.chesstempo.com/gamedb/opening/2208","black",14504,"B47","11-03-2021",2310,"2343",0.316,0.343,0.341,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 Cc6 5.Cc3 Dc7"
"B49","Sicilian, Taimanov Variation","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3 Qc7 6 Be3 a6 7 Be2","B","Semi-Open (exc French)","Sicilian Defense, Paulsen Variation, Bastrikov Variation","https://old.chesstempo.com/gamedb/opening/2209","white",2958,"B49","23-01-2021",2230,"2204",0.313,0.315,0.372,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 Cc6 5.Cc3 Dc7 6.Ae3 a6 7.Ae2"
"B44","Sicilian","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6","B","Semi-Open (exc French)","Sicilian Defense, Paulsen Variation, Gary Gambit","https://old.chesstempo.com/gamedb/opening/2213","black",59,"B44","09-10-2019",2249,"2290",0.203,0.407,0.39,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 Cc6 5.Cb5 d6 6.c4 Cf6 7.C1c3 a6 8.Ca3 d5"
"B55","Sicilian, Prins Variation, Venice Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 f3 e5 6 Bb5+","B","Semi-Open (exc French)","Sicilian Defense, Prins Variation, Venice Attack","https://old.chesstempo.com/gamedb/opening/2224","white",682,"B55","13-12-2020",2284,"2230",0.406,0.293,0.301,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.f3 e5 6.Ab5+"
"B62","Sicilian, Richter-Rauzer","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation","https://old.chesstempo.com/gamedb/opening/2226","white",321,"B62","23-02-2021",2415,"2382",0.402,0.311,0.287,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd3"
"B64","Sicilian, Richter-Rauzer Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 Be7 8 O-O-O O-O 9 f4","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Classical Variation","https://old.chesstempo.com/gamedb/opening/2230","black",54,"B64","29-01-2020",2333,"2374",0.204,0.463,0.333,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 Ae7 8.O-O-O O-O 9.f4 e5"
"B65","Sicilian, Richter-Rauzer Attack, 7...Be7 Defense, 9...Nxd4","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 Be7 8 O-O-O O-O 9 f4 Nxd4 10 Qxd4","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Classical Variation","https://old.chesstempo.com/gamedb/opening/2229","white",1673,"B65","24-01-2021",2432,"2384",0.367,0.395,0.239,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 Ae7 8.O-O-O O-O 9.f4 Cxd4 10.Dxd4"
"B63","Sicilian, Richter-Rauzer Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Classical Variation","https://old.chesstempo.com/gamedb/opening/2227","black",2489,"B63","09-08-2020",2280,"2319",0.289,0.274,0.437,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 Ae7"
"B66","Sicilian, Richter-Rauzer Attack, 7...a6","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Classical Variation, Kantscher Line","https://old.chesstempo.com/gamedb/opening/1425","black",531,"B66","19-01-2021",2374,"2430",0.258,0.386,0.356,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 Ae7 8.O-O-O Cxd4 9.Dxd4 a6 10.f4 b5"
"B60","Sicilian, Richter-Rauzer","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Dragon Variation","https://old.chesstempo.com/gamedb/opening/2231","black",234,"B60","24-03-2021",2251,"2285",0.244,0.342,0.415,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 g6"
"B61","Sicilian, Richter-Rauzer, Larsen Variation, 7.Qd2","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 Bd7 7 Qd2","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Modern Variation","https://old.chesstempo.com/gamedb/opening/2236","white",2075,"B61","29-01-2021",2394,"2335",0.397,0.325,0.278,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 Ad7 7.Dd2"
"B68","Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 9...Be7","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6 8 O-O-O Bd7 9 f4 Be7","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation","https://old.chesstempo.com/gamedb/opening/2237","black",740,"B68","21-03-2021",2279,"2344",0.33,0.274,0.396,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 a6 8.O-O-O Ad7 9.f4 Ae7"
"B67","Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 8...Bd7","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6 8 O-O-O Bd7","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation","https://old.chesstempo.com/gamedb/opening/2239","black",5607,"B67","16-03-2021",2330,"2379",0.321,0.29,0.389,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 a6 8.O-O-O Ad7"
"B69","Sicilian, Richter-Rauzer Attack, 7...a6 Defense, 11.Bxf6","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bg5 e6 7 Qd2 a6 8 O-O-O Bd7 9 f4 Be7 10 Nf3 b5 11 Bxf6","B","Semi-Open (exc French)","Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation, Nyezhmetdinov Attack","https://old.chesstempo.com/gamedb/opening/2830","white",580,"B69","16-12-2020",2467,"2417",0.388,0.329,0.283,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ag5 e6 7.Dd2 a6 8.O-O-O Ad7 9.f4 Ae7 10.Cf3 b5 11.Axf6"
"B80","Sicilian, Scheveningen","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6","B","Semi-Open (exc French)","Sicilian Defense, Scheveningen Variation","https://old.chesstempo.com/gamedb/opening/2243","black",3986,"B80","27-02-2021",2167,"2196",0.383,0.245,0.373,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6"
"B83","Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Be2","B","Semi-Open (exc French)","Sicilian Defense, Scheveningen Variation, Classical Variation, General","https://old.chesstempo.com/gamedb/opening/2246","white",2432,"B83","07-11-2020",2279,"2258",0.337,0.325,0.338,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ae2"
"B85","Sicilian, Scheveningen, Classical","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Be2 a6 7 O-O Qc7 8 f4 Nc6","B","Semi-Open (exc French)","Sicilian Defense, Scheveningen Variation, Classical Variation, Paulsen Variation","https://old.chesstempo.com/gamedb/opening/2247","white",733,"B85","27-12-2019",2392,"2334",0.413,0.329,0.258,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ae2 a6 7.O-O Dc7 8.f4 Cc6 9.Ae3"
"B81","Sicilian, Scheveningen, Keres Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 g4","B","Semi-Open (exc French)","Sicilian Defense, Scheveningen Variation, Delayed Keres Attack","https://old.chesstempo.com/gamedb/opening/2250","white",1316,"B81","23-02-2020",2407,"2350",0.46,0.256,0.284,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ae3 a6 7.g4"
"B82","Sicilian, Scheveningen","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 f4","B","Semi-Open (exc French)","Sicilian Defense, Scheveningen Variation, Matanovic Attack","https://old.chesstempo.com/gamedb/opening/2256","white",1414,"B82","12-03-2020",2413,"2357",0.421,0.316,0.263,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.f4"
"B87","Sicilian, Fischer-Sozin with ...a6 and ...b5","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4 a6 7 Bb3 b5","B","Semi-Open (exc French)","Sicilian Defense, Sozin Attack, Flank Variation","https://old.chesstempo.com/gamedb/opening/2284","black",3836,"B87","23-01-2021",2272,"2295",0.39,0.25,0.36,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ac4 a6 7.Ab3 b5"
"B86","Sicilian, Fischer-Sozin Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4","B","Semi-Open (exc French)","Sicilian Defense, Sozin Attack, General Variation","https://old.chesstempo.com/gamedb/opening/2285","white",1526,"B86","29-01-2020",2203,"2183",0.347,0.248,0.405,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ac4"
"B88","Sicilian, Fischer-Sozin Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4 Nc6","B","Semi-Open (exc French)","Sicilian Defense, Sozin Attack, Leonhardt Variation","https://old.chesstempo.com/gamedb/opening/2286","black",2212,"B88","07-03-2021",2251,"2276",0.375,0.295,0.33,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ac4 Cc6"
"B89","Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 e6 6 Bc4 Nc6 7 Be3","B","Semi-Open (exc French)","Sicilian Defense, Sozin Attack, Main Line","https://old.chesstempo.com/gamedb/opening/2287","white",2655,"B89","15-09-2020",2342,"2306",0.375,0.261,0.364,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e6 6.Ac4 Cc6 7.Ae3"
"C23","Bishop's Opening","1 e4 e5 2 Bc4","C","Open (inc French)","Bishop's Opening, Anderssen Gambit","https://old.chesstempo.com/gamedb/opening/150","black",2,"C23","30-10-2007",2370,"2268",0.5,0.897,0.5,"1.e4 e5 2.Ac4 b5 3.Axb5 c6"
"C24","Bishop's Opening","1 e4 e5 2 Bc4 Nf6","C","Open (inc French)","Bishop's Opening, Berlin Defense","https://old.chesstempo.com/gamedb/opening/151","black",4669,"C24","28-03-2021",2155,"2179",0.28,0.286,0.434,"1.e4 e5 2.Ac4 Cf6"
"C27","Vienna Game","1 e4 e5 2 Nc3 Nf6 3 Bc4 Nxe4","C","Open (inc French)","Bishop's Opening, Boden-Kieseritsky Gambit","https://old.chesstempo.com/gamedb/opening/154","white",344,"C27","09-01-2021",2172,"2122",0.427,0.27,0.302,"1.e4 e5 2.Cc3 Cf6 3.Ac4 Cxe4 4.Cf3"
"C20","King's Pawn Game","1 e4 e5","C","Open (inc French)","Bishop's Opening, Boi Variation","https://old.chesstempo.com/gamedb/opening/155","black",405,"C20","29-02-2020",1917,"1896",0.324,0.198,0.479,"1.e4 e5 2.Ac4 Ac5"
"C28","Vienna Game","1 e4 e5 2 Nc3 Nf6 3 Bc4 Nc6","C","Open (inc French)","Bishop's Opening, Vienna Hybrid","https://old.chesstempo.com/gamedb/opening/175","white",3712,"C28","27-02-2021",2228,"2201",0.381,0.308,0.311,"1.e4 e5 2.Ac4 Cf6 3.d3 Cc6 4.Cc3"
"C26","Vienna","1 e4 e5 2 Nc3 Nf6","C","Open (inc French)","Bishop's Opening, Vienna Hybrid, Spielmann Attack","https://old.chesstempo.com/gamedb/opening/177","white",1527,"C26","18-03-2021",2168,"2128",0.476,0.234,0.29,"1.e4 e5 2.Ac4 Cf6 3.d3 Ac5 4.Cc3"
"C21","Center Game","1 e4 e5 2 d4 exd4","C","Open (inc French)","Center Game, Accepted","https://old.chesstempo.com/gamedb/opening/330","black",348,"C21","21-01-2020",1977,"1988",0.279,0.224,0.497,"1.e4 e5 2.d4 exd4"
"C22","Center Game","1 e4 e5 2 d4 exd4 3 Qxd4 Nc6","C","Open (inc French)","Center Game, Berger Variation","https://old.chesstempo.com/gamedb/opening/331","black",1366,"C22","17-03-2021",2127,"2148",0.39,0.223,0.388,"1.e4 e5 2.d4 exd4 3.Dxd4 Cc6 4.De3 Cf6"
"C40","King's Knight Opening","1 e4 e5 2 Nf3","C","Open (inc French)","Elephant Gambit, General","https://old.chesstempo.com/gamedb/opening/411","black",514,"C40","29-01-2021",1927,"1976",0.321,0.171,0.508,"1.e4 e5 2.Cf3 d5"
"C49","Four Knights","1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5 Bb4","C","Open (inc French)","Four Knights Game, Double Spanish Misc. with 5.O-O","https://old.chesstempo.com/gamedb/opening/546","white",111,"C49","12-12-2020",2285,"2215",0.469,0.279,0.252,"1.e4 e5 2.Cf3 Cc6 3.Cc3 Cf6 4.Ab5 Ab4 5.O-O O-O 6.d3"
"C46","Three Knights","1 e4 e5 2 Nf3 Nc6 3 Nc3","C","Open (inc French)","Four Knights Game, General","https://old.chesstempo.com/gamedb/opening/547","black",3403,"C46","16-03-2021",2201,"2206",0.3,0.323,0.377,"1.e4 e5 2.Cf3 Cc6 3.Cc3 Cf6"
"C50","Giuoco Piano","1 e4 e5 2 Nf3 Nc6 3 Bc4 Bc5","C","Open (inc French)","Four Knights Game, Italian Variation","https://old.chesstempo.com/gamedb/opening/553","black",1215,"C50","26-03-2021",1680,"1694",0.466,0.207,0.327,"1.e4 e5 2.Cf3 Cc6 3.Ac4 Ac5 4.Cc3 Cf6"
"C47","Four Knights","1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6","C","Open (inc French)","Four Knights Game, Italian Variation, Noa Gambit","https://old.chesstempo.com/gamedb/opening/555","white",420,"C47","20-11-2020",1759,"1814",0.229,0.138,0.633,"1.e4 e5 2.Cf3 Cc6 3.Cc3 Cf6 4.Ac4 Cxe4 5.Axf7+"
"C48","Four Knights","1 e4 e5 2 Nf3 Nc6 3 Nc3 Nf6 4 Bb5","C","Open (inc French)","Four Knights Game, Ranken Variation","https://old.chesstempo.com/gamedb/opening/560","white",224,"C48","20-01-2021",1967,"1938",0.518,0.241,0.241,"1.e4 e5 2.Cf3 Cc6 3.Cc3 Cf6 4.Ab5 a6 5.Axc6"
"C02","French, Advance","1 e4 e6 2 d4 d5 3 e5","C","Open (inc French)","French Defense, Advance Variation","https://old.chesstempo.com/gamedb/opening/580","black",1204,"C02","13-01-2021",2037,"2024",0.469,0.201,0.33,"1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Cc6"
"C00","French Defense","1 e4 e6","C","Open (inc French)","French Defense, Alapin Gambit","https://old.chesstempo.com/gamedb/opening/596","white",240,"C00","10-03-2020",2122,"2078",0.454,0.233,0.313,"1.e4 e6 2.d4 d5 3.Ae3"
"C13","French","1 e4 e6 2 d4 d5 3 Nc3 Nf6 4 Bg5 Be7","C","Open (inc French)","French Defense, Alekhine-Chatard Attack","https://old.chesstempo.com/gamedb/opening/597","white",742,"C13","14-12-2020",2209,"2178",0.465,0.232,0.303,"1.e4 e6 2.d4 d5 3.Cc3 Cf6 4.Ag5 Ae7 5.e5 Cfd7 6.h4"
"C01","French, Exchange","1 e4 e6 2 d4 d5 3 exd5 exd5 4 Nc3 Nf6 5 Bg5","C","Open (inc French)","French Defense, Baeuerle Gambit","https://old.chesstempo.com/gamedb/opening/603","black",19,"C01","07-08-2017",2006,"2055",0.263,0.211,0.526,"1.e4 e6 2.d4 b5"
"C11","French","1 e4 e6 2 d4 d5 3 Nc3 Nf6","C","Open (inc French)","French Defense, Classical Variation","https://old.chesstempo.com/gamedb/opening/608","black",109,"C11","24-01-2021",2038,"2034",0.385,0.257,0.358,"1.e4 e6 2.d4 d5 3.Cc3 Cf6"
"C14","French, Classical","1 e4 e6 2 d4 d5 3 Nc3 Nf6 4 Bg5 Be7 5 e5 Nfd7 6 Bxe7 Qxe7","C","Open (inc French)","French Defense, Classical Variation, Alapin Variation","https://old.chesstempo.com/gamedb/opening/609","white",279,"C14","24-02-2021",2382,"2322",0.498,0.251,0.251,"1.e4 e6 2.d4 d5 3.Cc3 Cf6 4.Ag5 Ae7 5.e5 Cfd7 6.Axe7 Dxe7 7.Cb5"
"C10","French","1 e4 e6 2 d4 d5 3 Nc3","C","Open (inc French)","French Defense, Classical Variation, Svenonius Variation","https://old.chesstempo.com/gamedb/opening/622","white",54,"C10","21-09-2019",2075,"2074",0.185,0.315,0.5,"1.e4 e6 2.d4 d5 3.Cc3 Cc6 4.exd5"
"C03","French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2","C","Open (inc French)","French Defense, Guimard Variation, Thunderbunny Variation","https://old.chesstempo.com/gamedb/opening/743","black",6,"C03","28-02-2017",2368,"2205",0.833,0.897,0.167,"1.e4 e6 2.d4 d5 3.Cd2 Cc6 4.c3 dxe4 5.Cxe4 e5"
"C12","French, McCutcheon","1 e4 e6 2 d4 d5 3 Nc3 Nf6 4 Bg5 Bb4","C","Open (inc French)","French Defense, MacCutcheon Variation","https://old.chesstempo.com/gamedb/opening/639","black",136,"C12","15-03-2020",2153,"2145",0.426,0.235,0.338,"1.e4 e6 2.d4 d5 3.Cc3 Cf6 4.Ag5 Ab4"
"C05","French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2 Nf6","C","Open (inc French)","French Defense, Tarrasch Variation, Botvinnik Variation","https://old.chesstempo.com/gamedb/opening/677","black",938,"C05","09-08-2020",2227,"2288",0.278,0.304,0.418,"1.e4 e6 2.d4 d5 3.Cd2 Cf6 4.e5 Cfd7 5.Ad3 c5 6.c3 b6"
"C07","French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2 c5","C","Open (inc French)","French Defense, Tarrasch Variation, Chistyakov Defense","https://old.chesstempo.com/gamedb/opening/678","black",4364,"C07","13-03-2021",2243,"2279",0.254,0.405,0.341,"1.e4 e6 2.d4 d5 3.Cd2 c5 4.exd5 Dxd5"
"C06","French, Tarrasch","1 e4 e6 2 d4 d5 3 Nd2 Nf6 4 e5 Nfd7 5 Bd3 c5 6 c3 Nc6 7 Ne2 cxd4 8 cxd4","C","Open (inc French)","French Defense, Tarrasch Variation, Closed Variation, Main Line","https://old.chesstempo.com/gamedb/opening/682","white",9346,"C06","25-03-2021",2272,"2241",0.412,0.313,0.275,"1.e4 e6 2.d4 d5 3.Cd2 Cf6 4.e5 Cfd7 5.Ad3 c5 6.c3 Cc6 7.Ce2 cxd4 8.cxd4"
"C04","French, Tarrasch, Guimard Main line","1 e4 e6 2 d4 d5 3 Nd2 Nc6 4 Ngf3 Nf6","C","Open (inc French)","French Defense, Tarrasch Variation, Guimard Defense, Main Line","https://old.chesstempo.com/gamedb/opening/684","black",4199,"C04","07-02-2021",2228,"2275",0.299,0.277,0.424,"1.e4 e6 2.d4 d5 3.Cd2 Cc6 4.Cgf3 Cf6"
"C08","French, Tarrasch, Open, 4.ed ed","1 e4 e6 2 d4 d5 3 Nd2 c5 4 exd5 exd5","C","Open (inc French)","French Defense, Tarrasch Variation, Open System, Advance Line","https://old.chesstempo.com/gamedb/opening/690","black",130,"C08","06-01-2019",2350,"2390",0.308,0.377,0.315,"1.e4 e6 2.d4 d5 3.Cd2 c5 4.exd5 exd5 5.Cgf3 c4"
"C09","French, Tarrasch, Open Variation, Main line","1 e4 e6 2 d4 d5 3 Nd2 c5 4 exd5 exd5 5 Ngf3 Nc6","C","Open (inc French)","French Defense, Tarrasch Variation, Open System, Main Line","https://old.chesstempo.com/gamedb/opening/691","black",3060,"C09","23-01-2021",2252,"2305",0.177,0.453,0.37,"1.e4 e6 2.d4 d5 3.Cd2 c5 4.exd5 exd5 5.Cgf3 Cc6"
"C15","French, Winawer","1 e4 e6 2 d4 d5 3 Nc3 Bb4","C","Open (inc French)","French Defense, Winawer Variation","https://old.chesstempo.com/gamedb/opening/695","black",1753,"C15","26-11-2020",2163,"2199",0.305,0.302,0.393,"1.e4 e6 2.d4 d5 3.Cc3 Ab4"
"C19","French, Winawer, Advance","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5 c5 5 a3 Bxc3+ 6 bxc3 Ne7","C","Open (inc French)","French Defense, Winawer Variation, Advance Variation","https://old.chesstempo.com/gamedb/opening/701","white",1083,"C19","17-02-2021",2372,"2342",0.415,0.297,0.288,"1.e4 e6 2.d4 d5 3.Cc3 Ab4 4.e5 c5 5.a3 Axc3+ 6.bxc3 Ce7 7.a4"
"C18","French, Winawer","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5 c5 5 a3 Bxc3+ 6 bxc3","C","Open (inc French)","French Defense, Winawer Variation, Advance Variation","https://old.chesstempo.com/gamedb/opening/699","black",1526,"C18","06-02-2021",2242,"2259",0.305,0.275,0.42,"1.e4 e6 2.d4 d5 3.Cc3 Ab4 4.e5 c5 5.a3 Axc3+ 6.bxc3 Ce7"
"C17","French, Winawer, Advance","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5 c5","C","Open (inc French)","French Defense, Winawer Variation, Advance Variation","https://old.chesstempo.com/gamedb/opening/697","white",101,"C17","25-10-2018",2341,"2214",0.713,0.178,0.109,"1.e4 e6 2.d4 d5 3.Cc3 Ab4 4.e5 c5 5.a3 cxd4 6.axb4 dxc3 7.Cf3"
"C16","French, Winawer","1 e4 e6 2 d4 d5 3 Nc3 Bb4 4 e5","C","Open (inc French)","French Defense, Winawer Variation, Advance Variation, General","https://old.chesstempo.com/gamedb/opening/702","white",4863,"C16","29-03-2021",2336,"2281",0.417,0.281,0.302,"1.e4 e6 2.d4 d5 3.Cc3 Ab4 4.e5"
"C55","Two Knights Defense","1 e4 e5 2 Nf3 Nc6 3 Bc4 Nf6","C","Open (inc French)","Italian Game, Anti-Fried Liver Defense","https://old.chesstempo.com/gamedb/opening/2903","black",919,"C55","17-03-2021",1518,"1553",0.225,0.135,0.64,"1.e4 e5 2.Cf3 Cc6 3.Ac4 h6"
